GEOID,NAME,COUNTYNAME,PlanningRegion,ARCModelingArea,# Adults 2020,% Adults 2020,# Children 2020,% Children 2020,# Total population 2020,# Non-Hispanic White 2020,% Non-Hispanic Black 2020,# Non-Hispanic Black 2020,% Hispanic all races 2020,% Non-Hispanic other race 2020,# Non-Hispanic other race 2020,% Non-Hispanic White adults 2020,% Non-Hispanic Black adults 2020,# Non-Hispanic White adults 2020,# Non-Hispanic Black adults 2020,# Hispanic adults all races 2020,% Hispanic adults all races 2020,# Non-Hispanic Black children 2020,% Non-Hispanic White children 2020,# Non-Hispanic White children 2020,% Non-Hispanic Black children 2020,% Hispanic children all races 2020,# Hispanic children all races 2020,# Non-Hispanic other race adults 2020,% Non-Hispanic other race adults 2020,# Non-Hispanic other race children 2020,% Non-Hispanic Asian or Pacific Islander 2020,# Non-Hispanic Asian or Pacific Islander 2020,# Non-Hispanic Asian or Pacific Islander adults 2020,% Non-Hispanic Asian or Pacific Islander adults 2020,# Non-Hispanic Asian or Pacific Islander children 2020,% Non-Hispanic Asian or Pacific Islander children 2020,% Non-Hispanic White 2020,# Hispanic all races 2020,% Non-Hispanic other race children 2020
13137000601,Census Tract 6.01,Habersham,Georgia Mountains,No,5045,82,1106,18,6151,4062,12.6,772,16.5,2.6,158,56,12,3442,741,643,10.5,31,10.1,620,0.5,6.1,374,105,1.7,53,2.3,142,114,1.9,28,0.5,66,1017,0.9
13139001605,Census Tract 16.05,Hall,Georgia Mountains,Yes,3717,75.8,1187,24.2,4904,3728,3.8,185,13.5,4.6,227,59.1,2.8,2900,139,445,9.1,46,16.9,828,0.9,4.4,215,144,2.9,83,2.1,104,89,1.8,15,0.3,76,660,1.7
13067031001,Census Tract 310.01,Cobb,Atlanta Regional Commission,Yes,3838,71.3,1545,28.7,5383,999,18.5,998,59.3,3.1,169,16.7,13.5,897,727,2075,38.5,271,1.9,102,5,20.8,1118,121,2.2,48,0.4,24,18,0.3,6,0.1,18.6,3193,0.9
13021012500,Census Tract 125,Bibb,Middle Georgia,No,2318,72.7,872,27.3,3190,169,90.5,2887,1.2,2.7,87,4.8,65.4,153,2087,22,0.7,800,0.5,16,25.1,0.5,17,51,1.6,36,0.3,8,5,0.2,3,0.1,5.3,39,1.1
13223120301,Census Tract 1203.01,Paulding,Northwest Georgia,Yes,4979,74,1753,26,6732,3925,26.7,1800,8.9,5,336,46,18.2,3098,1226,395,5.9,574,12.3,827,8.5,3,203,203,3,133,1.1,73,57,0.8,16,0.2,58.3,598,2
13241970201,Census Tract 9702.01,Rabun,Georgia Mountains,No,3053,80,765,20,3818,3146,0.5,19,12.3,4.3,165,68.1,0.4,2600,15,299,7.8,4,14.3,546,0.1,4.5,172,122,3.2,43,0.4,17,17,0.4,0,0,82.4,471,1.1
13255160900,Census Tract 1609,Spalding,Three Rivers,Yes,1928,73.4,697,26.6,2625,1332,37.9,995,6.3,4.9,129,40.6,25.8,1066,678,104,4,317,10.1,266,12.1,2.4,62,80,3,49,0.1,3,0,0,3,0.1,50.7,166,1.9
13067030700,Census Tract 307,Cobb,Atlanta Regional Commission,Yes,3719,78.7,1009,21.3,4728,1918,25.5,1208,27.9,3.7,177,34.6,20.8,1636,982,872,18.4,226,6,282,4.8,9.4,446,139,2.9,38,2.3,107,90,1.9,17,0.4,40.6,1318,0.8
13113140408,Census Tract 1404.08,Fayette,Atlanta Regional Commission,Yes,2508,77.1,746,22.9,3254,2101,22,715,6.5,4.9,160,51.2,16.7,1667,542,141,4.3,173,13.3,434,5.3,2.2,72,99,3,61,2,65,59,1.8,6,0.2,64.6,213,1.9
13059000900,Census Tract 9,Clarke,Northeast Georgia,No,2739,74.8,922,25.2,3661,853,65.3,2391,5.6,4.8,175,21.1,44.6,772,1631,182,5,760,2.2,81,20.8,0.7,24,119,3.3,56,1,36,35,1,1,0,23.3,206,1.5
13121007900,Census Tract 79,Fulton,Atlanta Regional Commission,Yes,4238,83.6,829,16.4,5067,102,93.2,4723,1.5,2.9,148,1.7,78.3,85,3968,64,1.3,755,0.3,17,14.9,0.3,13,109,2.2,39,0.3,17,12,0.2,5,0.1,2,77,0.8
13089022302,Census Tract 223.02,DeKalb,Atlanta Regional Commission,Yes,3715,81.9,823,18.1,4538,2837,12.1,551,7.1,5.5,251,53.1,9.9,2408,451,233,5.1,100,9.5,429,2.2,1.9,87,156,3.4,95,12.8,579,467,10.3,112,2.5,62.5,320,2.1
13139000101,Census Tract 1.01,Hall,Georgia Mountains,Yes,4093,77.2,1206,22.8,5299,4225,4.5,237,10,4.7,251,63.5,3.6,3367,192,336,6.3,45,16.2,858,0.8,3.7,194,152,2.9,99,1.1,56,46,0.9,10,0.2,79.7,530,1.9
13121009501,Census Tract 95.01,Fulton,Atlanta Regional Commission,Yes,3752,81.9,828,18.1,4580,4062,4.1,190,2.7,2.8,128,72.6,3.6,3324,164,102,2.2,26,16.1,738,0.6,0.5,21,92,2,36,1.7,77,70,1.5,7,0.2,88.7,123,0.8
13113140207,Census Tract 1402.07,Fayette,Atlanta Regional Commission,Yes,4525,79.1,1192,20.9,5717,4287,6.5,369,5.8,5.5,312,61.1,5.1,3495,289,246,4.3,80,13.9,792,1.4,1.5,84,195,3.4,117,7.3,419,300,5.2,119,2.1,75,330,2
13297110503,Census Tract 1105.03,Walton,Northeast Georgia,Yes,2911,75.3,953,24.7,3864,3042,9.2,357,4.7,6.2,239,61.2,6.5,2365,251,110,2.8,106,17.5,677,2.7,1.8,70,149,3.9,90,1.2,46,36,0.9,10,0.3,78.7,180,2.3
13113140501,Census Tract 1405.01,Fayette,Atlanta Regional Commission,Yes,5150,76,1628,24,6778,5448,7.6,518,4.5,5.2,352,62.7,5.7,4249,385,180,2.7,133,17.7,1199,2,1.9,126,214,3.2,138,2.3,154,122,1.8,32,0.5,80.4,306,2
13021013408,Census Tract 134.08,Bibb,Middle Georgia,No,4085,78.9,1094,21.1,5179,3536,17,878,3.6,2.9,149,55.9,12.8,2894,665,108,2.1,213,12.4,642,4.1,1.5,76,89,1.7,60,8.3,432,329,6.4,103,2,68.3,184,1.2
13047030100,Census Tract 301,Catoosa,Northwest Georgia,No,5794,77.6,1671,22.4,7465,6696,0.9,65,3.8,5,374,70.6,0.7,5273,49,192,2.6,16,19.1,1423,0.2,1.2,93,255,3.4,119,0.6,45,25,0.3,20,0.3,89.7,285,1.6
13121003000,Census Tract 30,Fulton,Atlanta Regional Commission,Yes,3555,87.6,503,12.4,4058,3131,7.1,289,5.6,5.5,223,68.6,6.3,2783,254,195,4.8,35,8.6,348,0.9,0.8,33,148,3.6,75,4.6,187,175,4.3,12,0.3,77.2,228,1.8
13115000500,Census Tract 5,Floyd,Northwest Georgia,No,2546,68.1,1194,31.9,3740,1316,19.7,736,41,3.7,139,28.6,13.2,1069,494,896,24,242,6.6,247,6.5,17,637,77,2.1,62,0.4,16,10,0.3,6,0.2,35.2,1533,1.7
13223120601,Census Tract 1206.01,Paulding,Northwest Georgia,Yes,3649,75.8,1168,24.2,4817,1872,41.4,1994,12.5,5.9,285,31.8,30.9,1531,1488,396,8.2,506,7.1,341,10.5,4.3,208,186,3.9,99,1.3,62,48,1,14,0.3,38.9,604,2.1
13117130303,Census Tract 1303.03,Forsyth,Atlanta Regional Commission,Yes,3110,76.3,967,23.7,4077,3255,2.6,107,11.5,3.8,154,62.7,1.8,2556,72,321,7.9,35,17.1,699,0.9,3.7,149,108,2.6,46,2.2,91,53,1.3,38,0.9,79.8,470,1.1
13047030304,Census Tract 303.04,Catoosa,Northwest Georgia,No,2740,74.4,943,25.6,3683,3330,2,73,2.1,5.1,186,67.7,1.6,2494,59,51,1.4,14,22.7,836,0.4,0.8,28,127,3.4,59,0.4,15,9,0.2,6,0.2,90.4,79,1.6
13211010100,Census Tract 101,Morgan,Northeast Georgia,No,2271,77.7,653,22.3,2924,2291,13.7,400,4.6,3.2,93,62,10.9,1812,319,73,2.5,81,16.4,479,2.8,2.1,62,62,2.1,31,0.2,5,5,0.2,0,0,78.4,135,1.1
13135050719,Census Tract 507.19,Gwinnett,Atlanta Regional Commission,Yes,4425,72,1724,28,6149,1323,55.1,3390,14.2,5.7,353,18.6,37.5,1145,2304,583,9.5,1086,2.9,178,17.7,4.7,289,224,3.6,129,3.4,211,169,2.7,42,0.7,21.5,872,2.1
13077170200,Census Tract 1702,Coweta,Three Rivers,Yes,5718,76.8,1726,23.2,7444,5478,14.8,1102,7.1,3.9,290,57.8,11.3,4302,844,344,4.6,258,15.8,1176,3.5,2.5,186,191,2.6,99,0.6,44,37,0.5,7,0.1,73.6,530,1.3
13117130204,Census Tract 1302.04,Forsyth,Atlanta Regional Commission,Yes,4557,68.3,2116,31.7,6673,5243,5,331,9.2,4.6,308,55,3.4,3671,226,342,5.1,105,23.6,1572,1.6,4.1,275,186,2.8,122,2.6,174,132,2,42,0.6,78.6,617,1.8
13117130605,Census Tract 1306.05,Forsyth,Atlanta Regional Commission,Yes,3507,73.9,1238,26.1,4745,3095,2.5,117,6,3.8,180,50.7,1.8,2406,84,202,4.3,33,14.5,689,0.7,1.7,82,94,2,86,22.5,1069,721,15.2,348,7.3,65.2,284,1.8
13089021913,Census Tract 219.13,DeKalb,Atlanta Regional Commission,Yes,3605,74.3,1249,25.7,4854,245,81.9,3977,8.3,4.2,202,4.7,60.8,228,2949,271,5.6,1028,0.4,17,21.2,2.7,133,135,2.8,67,0.5,26,22,0.5,4,0.1,5,404,1.4
13063980000,Census Tract 9800,Clayton,Atlanta Regional Commission,Yes,0,,0,,0,0,,0,,,0,,,0,0,0,,0,,0,,,0,0,,0,,0,0,,0,,,0,
13123080100,Census Tract 801,Gilmer,Northwest Georgia,No,3718,85.7,619,14.3,4337,3983,0.3,13,3.5,3.9,170,79.3,0.3,3438,11,111,2.6,2,12.6,545,0,0.9,41,139,3.2,31,0.4,19,19,0.4,0,0,91.8,152,0.7
13067030324,Census Tract 303.24,Cobb,Atlanta Regional Commission,Yes,2780,75.7,890,24.3,3670,2498,9.1,334,11.7,8.2,300,53.8,6.9,1973,255,286,7.8,79,14.3,525,2.2,3.9,144,181,4.9,119,2.9,108,85,2.3,23,0.6,68.1,430,3.2
13133950500,Census Tract 9505,Greene,Northeast Georgia,No,1287,84.8,230,15.2,1517,1041,24,364,4.4,2.8,43,60.6,19.2,919,291,46,3,73,8,122,4.8,1.4,21,29,1.9,14,0.1,2,2,0.1,0,0,68.6,67,0.9
13021013800,Census Tract 138,Bibb,Middle Georgia,No,1099,68.3,509,31.7,1608,119,87.1,1400,1.6,3.9,62,5.8,58.5,94,940,23,1.4,460,1.6,25,28.6,0.1,2,40,2.5,22,0.1,2,2,0.1,0,0,7.4,25,1.4
13089023801,Census Tract 238.01,DeKalb,Atlanta Regional Commission,Yes,3867,85.7,643,14.3,4510,1502,52.8,2382,7.3,5.2,236,29.9,45.1,1348,2036,244,5.4,346,3.4,154,7.7,1.9,85,179,4,57,1.4,61,60,1.3,1,0,33.3,329,1.3
13089023115,Census Tract 231.15,DeKalb,Atlanta Regional Commission,Yes,1385,99.3,10,0.7,1395,367,25.9,361,45.2,1,14,26.2,25.9,365,361,629,45.1,0,0.1,2,0,0.1,1,7,0.5,7,1.6,23,23,1.6,0,0,26.3,630,0.5
13063040307,Census Tract 403.07,Clayton,Atlanta Regional Commission,Yes,3601,72.6,1360,27.4,4961,672,30.8,1526,33.8,2.9,146,12,22.7,594,1125,1049,21.1,401,1.6,78,8.1,12.7,630,90,1.8,56,18.9,938,743,15,195,3.9,13.5,1679,1.1
13115000900,Census Tract 9,Floyd,Northwest Georgia,No,1770,75.8,566,24.2,2336,1789,14.9,347,3.3,4.1,95,60.7,9.5,1419,222,49,2.1,125,15.8,370,5.4,1.2,28,59,2.5,36,1.2,28,21,0.9,7,0.3,76.6,77,1.5
13139000102,Census Tract 1.02,Hall,Georgia Mountains,Yes,3129,78,884,22,4013,3082,3.3,133,15.5,3.6,144,62.6,2.5,2512,99,386,9.6,34,14.2,570,0.8,5.9,238,108,2.7,36,0.7,30,24,0.6,6,0.1,76.8,624,0.9
13057091006,Census Tract 910.06,Cherokee,Atlanta Regional Commission,Yes,3775,77.5,1098,22.5,4873,3974,4.1,199,7.7,5.6,272,65.2,2.9,3175,141,265,5.4,58,16.4,799,1.2,2.2,109,152,3.1,120,1.1,54,42,0.9,12,0.2,81.6,374,2.5
13089021204,Census Tract 212.04,DeKalb,Atlanta Regional Commission,Yes,2876,68.4,1329,31.6,4205,160,1,40,92.6,1.3,54,3.2,1,134,40,2628,62.5,0,0.6,26,0,30.1,1266,18,0.4,36,1.4,57,56,1.3,1,0,3.8,3894,0.9
13009970701,Census Tract 9707.01,Baldwin,Middle Georgia,No,1490,78.9,399,21.1,1889,399,70.9,1340,3.3,3.9,73,18.8,54.3,356,1025,50,2.6,315,2.3,43,16.7,0.7,13,46,2.4,27,0.7,14,13,0.7,1,0.1,21.1,63,1.4
13073030307,Census Tract 303.07,Columbia,Central Savannah River Area,No,5202,77.7,1495,22.3,6697,4707,14.1,946,6.3,5.4,363,56.2,11.1,3764,743,270,4,203,14.1,943,3,2.3,154,204,3,159,3.8,257,221,3.3,36,0.5,70.3,424,2.4
13021013604,Census Tract 136.04,Bibb,Middle Georgia,No,3972,79.6,1015,20.4,4987,2869,34.5,1721,3.1,3.2,162,46,28.2,2292,1408,104,2.1,313,11.6,577,6.3,1,49,97,1.9,65,1.6,82,71,1.4,11,0.2,57.5,153,1.3
13089023602,Census Tract 236.02,DeKalb,Atlanta Regional Commission,Yes,1995,84.8,357,15.2,2352,468,73.3,1724,3.4,3,70,18.2,61.1,429,1437,63,2.7,287,1.7,39,12.2,0.7,16,55,2.3,15,0.5,11,11,0.5,0,0,19.9,79,0.6
13021011702,Census Tract 117.02,Bibb,Middle Georgia,No,3424,74.3,1187,25.7,4611,318,88.8,4094,1.5,2.7,124,6.3,65.1,289,3004,47,1,1090,0.6,29,23.6,0.5,24,82,1.8,42,0.1,4,2,0,2,0,6.9,71,0.9
13105000300,Census Tract 3,Elbert,Northeast Georgia,No,2916,78.4,804,21.6,3720,1773,45.1,1676,3.9,3,110,39.2,34.6,1459,1288,99,2.7,388,8.4,314,10.4,1.2,45,55,1.5,55,0.5,17,15,0.4,2,0.1,47.7,144,1.5
13073030103,Census Tract 301.03,Columbia,Central Savannah River Area,No,2847,79.9,716,20.1,3563,2282,10.8,385,3.9,4.7,169,53.1,8.4,1891,299,105,2.9,86,11,391,2.4,1,34,105,2.9,64,16.5,588,447,12.5,141,4,64,139,1.8
13213010100,Census Tract 101,Murray,Northwest Georgia,No,2687,78.9,720,21.1,3407,3135,0.3,9,4,3.5,118,73.6,0.3,2507,9,82,2.4,0,18.4,628,0,1.6,55,86,2.5,32,0.2,8,3,0.1,5,0.1,92,137,0.9
13089021602,Census Tract 216.02,DeKalb,Atlanta Regional Commission,Yes,3372,81.3,775,18.7,4147,3083,8.6,358,4.1,4.6,190,61.4,7,2546,290,131,3.2,68,12.9,537,1.6,1,41,120,2.9,70,8.3,344,285,6.9,59,1.4,74.3,172,1.7
13117130410,Census Tract 1304.10,Forsyth,Atlanta Regional Commission,Yes,6671,74.8,2251,25.2,8922,5346,6.4,573,15.5,5.5,491,47.7,4.7,4256,423,947,10.6,150,12.2,1090,1.7,4.9,440,284,3.2,207,12.6,1125,761,8.5,364,4.1,59.9,1387,2.3
13055010300,Census Tract 103,Chattooga,Northwest Georgia,No,2258,78.2,630,21.8,2888,2702,1.8,51,1.8,2.5,72,73.8,1.6,2131,45,34,1.2,6,19.8,571,0.2,0.7,19,41,1.4,31,0.3,10,7,0.2,3,0.1,93.6,53,1.1
13089022001,Census Tract 220.01,DeKalb,Atlanta Regional Commission,Yes,3717,81.3,854,18.7,4571,2552,19.6,896,9.7,5.4,245,48,16.3,2195,745,315,6.9,151,7.8,357,3.3,2.8,128,144,3.2,101,9.5,435,318,7,117,2.6,55.8,443,2.2
13313000501,Census Tract 5.01,Whitfield,Northwest Georgia,No,2864,77.5,833,22.5,3697,2572,4.6,170,16.2,4.9,182,57.1,3.4,2110,125,400,10.8,45,12.5,462,1.2,5.4,198,102,2.8,80,4.7,175,127,3.4,48,1.3,69.6,598,2.2
13121004100,Census Tract 41,Fulton,Atlanta Regional Commission,Yes,1601,82.1,348,17.9,1949,283,75,1462,4.1,4.4,85,12.9,61.1,252,1190,64,3.3,272,1.6,31,14,0.8,16,66,3.4,19,2,39,29,1.5,10,0.5,14.5,80,1
13255161000,Census Tract 1610,Spalding,Three Rivers,Yes,4544,78,1284,22,5828,4491,14.4,839,3.7,4.2,244,61.3,11.3,3575,656,135,2.3,183,15.7,916,3.1,1.4,83,144,2.5,100,0.6,36,34,0.6,2,0,77.1,218,1.7
13247060306,Census Tract 603.06,Rockdale,Atlanta Regional Commission,Yes,3192,74.9,1067,25.1,4259,578,75.2,3203,5.3,4.6,197,11.6,55.2,496,2351,161,3.8,852,1.9,82,20,1.5,66,145,3.4,52,1.3,54,39,0.9,15,0.4,13.6,227,1.2
13223120605,Census Tract 1206.05,Paulding,Northwest Georgia,Yes,4523,75.4,1475,24.6,5998,4456,14.6,877,5.5,5.3,317,57.9,10.7,3474,644,205,3.4,233,16.4,982,3.9,2.1,124,181,3,136,0.3,19,19,0.3,0,0,74.3,329,2.3
13067030235,Census Tract 302.35,Cobb,Atlanta Regional Commission,Yes,3913,74.9,1309,25.1,5222,3631,15.7,818,7,5.4,282,54.7,11.5,2858,599,228,4.4,219,14.8,773,4.2,2.7,139,134,2.6,148,2.4,124,94,1.8,30,0.6,69.5,367,2.8
13089023802,Census Tract 238.02,DeKalb,Atlanta Regional Commission,Yes,3258,80.5,787,19.5,4045,910,66.8,2703,6.3,3.2,128,21.1,51.5,852,2082,205,5.1,621,1.4,58,15.4,1.3,51,78,1.9,50,1.2,48,41,1,7,0.2,22.5,256,1.2
13135050311,Census Tract 503.11,Gwinnett,Atlanta Regional Commission,Yes,2976,82.2,646,17.8,3622,1887,20.9,758,9,4.9,179,44.8,16.1,1623,584,238,6.6,174,7.3,264,4.8,2.4,87,127,3.5,52,13.1,473,404,11.2,69,1.9,52.1,325,1.4
13119890300,Census Tract 8903,Franklin,Georgia Mountains,No,2689,77.6,774,22.4,3463,3074,2.9,101,2.8,4,139,70.3,2.2,2436,75,57,1.6,26,18.4,638,0.8,1.1,39,86,2.5,53,1.5,53,35,1,18,0.5,88.8,96,1.5
13067030220,Census Tract 302.20,Cobb,Atlanta Regional Commission,Yes,1371,76.8,414,23.2,1785,1048,17.1,306,12,6.9,124,48.3,12.2,862,218,130,7.3,88,10.4,186,4.9,4.8,85,85,4.8,39,5.2,92,76,4.3,16,0.9,58.7,215,2.2
13117130609,Census Tract 1306.09,Forsyth,Atlanta Regional Commission,Yes,4442,64.4,2456,35.6,6898,2772,5.7,390,6.2,4.1,281,27.5,3.8,1894,262,265,3.8,128,12.7,878,1.9,2.3,160,140,2,141,43.9,3030,1881,27.3,1149,16.7,40.2,425,2
13297110508,Census Tract 1105.08,Walton,Northeast Georgia,Yes,3937,78.4,1084,21.6,5021,3610,18.4,925,4.1,3.9,195,58.1,13.5,2916,677,140,2.8,248,13.8,694,4.9,1.3,64,128,2.5,67,1.7,87,76,1.5,11,0.2,71.9,204,1.3
13149970300,Census Tract 9703,Heard,Three Rivers,No,2229,74.1,779,25.9,3008,2470,11.6,349,1.9,4,119,61.1,9.4,1839,283,38,1.3,66,21,631,2.2,0.6,19,56,1.9,63,0.4,13,13,0.4,0,0,82.1,57,2.1
13113140405,Census Tract 1404.05,Fayette,Atlanta Regional Commission,Yes,3185,76.2,997,23.8,4182,2572,22.6,947,6.3,5.2,219,48.6,17,2034,709,166,4,238,12.9,538,5.7,2.4,99,142,3.4,77,4.3,179,134,3.2,45,1.1,61.5,265,1.8
13121007604,Census Tract 76.04,Fulton,Atlanta Regional Commission,Yes,2253,70.6,938,29.4,3191,28,95.2,3037,1.8,2,64,0.8,66.9,25,2134,38,1.2,903,0.1,3,28.3,0.7,21,55,1.7,9,0.1,3,1,0,2,0.1,0.9,59,0.3
13227050500,Census Tract 505,Pickens,Northwest Georgia,No,3944,78,1114,22,5058,4594,0.8,39,2.9,4.9,247,71.6,0.5,3623,26,91,1.8,13,19.2,971,0.3,1.1,57,179,3.5,68,0.6,30,25,0.5,5,0.1,90.8,148,1.3
13263960100,Census Tract 9601,Talbot,River Valley,No,1920,83.7,373,16.3,2293,1018,51.8,1187,1.5,2.2,50,39.1,42.5,896,974,16,0.7,213,5.3,122,9.3,0.8,19,31,1.4,19,0.1,3,3,0.1,0,0,44.4,35,0.8
13117130105,Census Tract 1301.05,Forsyth,Atlanta Regional Commission,Yes,1890,73.3,688,26.7,2578,1789,1.3,33,23.1,5.8,150,53,1,1366,26,374,14.5,7,16.4,423,0.3,8.6,221,114,4.4,36,0.4,11,10,0.4,1,0,69.4,595,1.4
13077170502,Census Tract 1705.02,Coweta,Three Rivers,Yes,5371,73.1,1972,26.9,7343,5978,8.3,606,4.7,4.9,357,60.6,6.4,4448,473,207,2.8,133,20.8,1530,1.8,1.8,135,195,2.7,162,0.8,60,48,0.7,12,0.2,81.4,342,2.2
13089021415,Census Tract 214.15,DeKalb,Atlanta Regional Commission,Yes,3588,85.9,587,14.1,4175,2358,13.1,549,16.2,5.4,226,51.3,11.7,2143,487,469,11.2,62,5.1,215,1.5,5,207,170,4.1,56,8.8,366,319,7.6,47,1.1,56.5,676,1.3
13063040525,Census Tract 405.25,Clayton,Atlanta Regional Commission,Yes,2182,73.5,785,26.5,2967,154,81.5,2417,9.3,3.2,96,4.6,59.5,136,1765,199,6.7,652,0.6,18,22,2.6,78,65,2.2,31,0.8,23,17,0.6,6,0.2,5.2,277,1
13045910600,Census Tract 9106,Carroll,Three Rivers,Yes,4552,75.1,1509,24.9,6061,3622,22.4,1356,11.4,5.5,331,47.8,15.9,2899,963,409,6.7,393,11.9,723,6.5,4.6,281,229,3.8,102,1,62,52,0.9,10,0.2,59.8,690,1.7
13067030351,Census Tract 303.51,Cobb,Atlanta Regional Commission,Yes,2146,74.3,741,25.7,2887,2302,5.8,167,6,3.9,113,60.2,4.5,1738,130,110,3.8,37,19.5,564,1.3,2.2,64,67,2.3,46,4.5,131,101,3.5,30,1,79.7,174,1.6
13121010135,Census Tract 101.35,Fulton,Atlanta Regional Commission,Yes,1916,74.7,650,25.3,2566,797,30.6,784,25.7,6.2,160,25.6,24,658,615,404,15.7,169,5.4,139,6.6,9.9,255,111,4.3,49,6.5,166,128,5,38,1.5,31.1,659,1.9
13121011801,Census Tract 118.01,Fulton,Atlanta Regional Commission,Yes,1242,93.9,80,6.1,1322,379,49.4,653,5.1,3.9,51,26.9,47.4,356,626,58,4.4,27,1.7,23,2,0.8,10,44,3.3,7,12.9,171,158,12,13,1,28.7,68,0.5
13067030267,Census Tract 302.67,Cobb,Atlanta Regional Commission,Yes,2266,71.4,906,28.6,3172,2276,13.2,418,6.6,4.2,132,53.1,9.4,1685,299,120,3.8,119,18.6,591,3.8,2.8,89,71,2.2,61,4.3,137,91,2.9,46,1.5,71.8,209,1.9
13089021421,Census Tract 214.21,DeKalb,Atlanta Regional Commission,Yes,1647,65.4,870,34.6,2517,630,5,126,65,1.8,46,18.6,3.7,467,94,1015,40.3,32,6.5,163,1.3,24.7,621,16,0.6,30,3.1,79,55,2.2,24,1,25,1636,1.2
13135050618,Census Tract 506.18,Gwinnett,Atlanta Regional Commission,Yes,3214,72.2,1239,27.8,4453,3076,9.9,442,9.3,4.6,204,50.8,7.6,2261,339,264,5.9,103,18.3,815,2.3,3.4,151,111,2.5,93,7.1,316,239,5.4,77,1.7,69.1,415,2.1
13135050461,Census Tract 504.61,Gwinnett,Atlanta Regional Commission,Yes,2013,75.8,642,24.2,2655,1279,12.5,332,12.4,6.2,165,39.7,8.7,1054,231,225,8.5,101,8.5,225,3.8,3.9,103,96,3.6,69,20.8,551,407,15.3,144,5.4,48.2,328,2.6
13089021608,Census Tract 216.08,DeKalb,Atlanta Regional Commission,Yes,3521,81.1,821,18.9,4342,1550,31.2,1353,22.4,5.1,223,30.1,26.8,1308,1165,653,15,188,5.6,242,4.3,7.3,319,175,4,48,5.6,244,220,5.1,24,0.6,35.7,972,1.1
13067030268,Census Tract 302.68,Cobb,Atlanta Regional Commission,Yes,2644,72.3,1013,27.7,3657,2344,22.6,828,4.8,5.7,209,48.4,16,1771,584,110,3,244,15.7,573,6.7,1.8,65,112,3.1,97,2.8,101,67,1.8,34,0.9,64.1,175,2.7
13067030254,Census Tract 302.54,Cobb,Atlanta Regional Commission,Yes,1518,76.3,471,23.7,1989,793,34.2,681,12.8,6.7,134,33.2,25.7,661,512,184,9.3,169,6.6,132,8.5,3.5,70,67,3.4,67,6.4,127,94,4.7,33,1.7,39.9,254,3.4
13121010310,Census Tract 103.10,Fulton,Atlanta Regional Commission,Yes,3759,76.7,1142,23.3,4901,104,91.6,4490,2.4,3.6,177,2,70,98,3432,84,1.7,1058,0.1,6,21.6,0.7,35,134,2.7,43,0.2,11,11,0.2,0,0,2.1,119,0.9
13135050557,Census Tract 505.57,Gwinnett,Atlanta Regional Commission,Yes,2267,76,717,24,2984,799,16.2,482,41.3,2,61,23,12.4,685,371,835,28,111,3.8,114,3.7,13.3,397,46,1.5,15,13.7,410,330,11.1,80,2.7,26.8,1232,0.5
13121011659,Census Tract 116.59,Fulton,Atlanta Regional Commission,Yes,2072,73.4,752,26.6,2824,1457,9.1,258,8.1,6.3,178,40,6.7,1131,190,142,5,68,11.5,326,2.4,3.1,87,96,3.4,82,24.9,702,513,18.2,189,6.7,51.6,229,2.9
13145120301,Census Tract 1203.01,Harris,River Valley,No,2768,74.1,970,25.9,3738,2484,22.3,835,4,6.4,239,50.5,16.9,1888,633,104,2.8,202,15.9,596,5.4,1.3,47,121,3.2,118,0.8,29,22,0.6,7,0.2,66.5,151,3.2
13135050117,Census Tract 501.17,Gwinnett,Atlanta Regional Commission,Yes,3087,77.4,900,22.6,3987,2459,9.5,380,10.1,4.8,193,48.8,7.5,1944,298,285,7.1,82,12.9,515,2.1,3,118,130,3.3,63,13.8,552,430,10.8,122,3.1,61.7,403,1.6
13067030909,Census Tract 309.09,Cobb,Atlanta Regional Commission,Yes,2470,85.9,404,14.1,2874,899,38.8,1115,22,6.9,198,29.4,34.7,846,996,434,15.1,119,1.8,53,4.1,6.9,197,167,5.8,31,1.1,31,27,0.9,4,0.1,31.3,631,1.1
13121010213,Census Tract 102.13,Fulton,Atlanta Regional Commission,Yes,930,83.6,183,16.4,1113,339,43.5,484,12,6,67,27.8,35.8,309,399,103,9.3,85,2.7,30,7.6,2.8,31,49,4.4,18,8,89,70,6.3,19,1.7,30.5,134,1.6
13247060316,Census Tract 603.16,Rockdale,Atlanta Regional Commission,Yes,3357,75.6,1084,24.4,4441,788,69.1,3068,8.2,3.7,166,16.4,50.1,728,2223,246,5.5,845,1.4,60,19,2.7,118,117,2.6,49,1.2,55,43,1,12,0.3,17.7,364,1.1
13121001102,Census Tract 11.02,Fulton,Atlanta Regional Commission,Yes,3822,95.6,175,4.4,3997,2649,13.1,522,7.4,4.4,176,64.2,12.3,2567,492,270,6.8,30,2.1,82,0.8,0.6,25,152,3.8,24,8.9,355,341,8.5,14,0.4,66.3,295,0.6
13121010534,Census Tract 105.34,Fulton,Atlanta Regional Commission,Yes,3028,78.7,819,21.3,3847,317,79.4,3055,7.2,2.9,111,7.4,61.7,284,2372,215,5.6,683,0.9,33,17.8,1.6,62,80,2.1,31,2.3,87,77,2,10,0.3,8.2,277,0.8
